fomc_date,avg_stmt_car,avg_min_car,stmt_min_div
2004-12-14,0.0030369889712908325,5.913830031739115e-20,
2005-02-02,-0.007374800653623092,-8.91874134931554e-18,
2005-05-03,0.0052234979340094224,-8.811892439563346e-18,
2005-08-09,0.001824253143379196,-1.7157106552709017e-17,
2005-09-20,-0.0030161401580349315,4.506509899548445e-18,
2005-11-01,-0.003985734137417728,8.673617379884035e-18,
2005-12-13,0.0026259999939498954,4.229959780189823e-18,
2006-01-31,0.0005564344056863453,8.17079898105018e-20,0.0
2006-03-28,-0.007860360646786491,3.55492607975537e-17,0.0
2006-05-10,-0.006793695510991163,-1.3057565294716728e-17,1.0
2006-08-08,-0.0064020220647802275,1.822716695772732e-19,1.0
2006-10-25,-0.0002157682104688798,2.765501193586214e-19,1.0
2006-12-12,0.00416576209337895,1.3136130669534517e-17,1.0
2007-05-09,0.0028322666147145323,-4.902479388630107e-19,2.0
2007-08-07,0.0037008560639050225,-8.54791278017557e-18,
2007-09-18,0.011279183645362572,1.7221530160059608e-17,0.0
2007-12-11,-0.03070976031093112,-1.2432184911167118e-17,0.0
2008-01-29,0.010604509168626559,1.734723475976807e-17,
2008-03-18,0.023706363704788125,1.7234100620030453e-17,0.0
2008-04-30,0.013552797453828704,2.7655011935862145e-19,0.0
2008-06-25,0.012753208874850592,-2.7328179976620135e-17,
2008-10-28,-0.09255858859195575,5.179029507988729e-18,
2008-12-16,0.014236037039174115,2.564373834052671e-18,0.0
2009-01-28,0.05776191650378191,-1.7221530160059608e-17,0.0
2009-04-29,0.004303379913486642,-2.365532012695646e-19,0.0
2009-08-12,-0.0055739700601100265,-1.2872151010146741e-17,0.0
2009-09-23,0.001562638433402868,4.8616253937248556e-18,0.0
2009-11-03,-0.02374629179190383,3.268319592420072e-19,
2009-12-15,-0.009359602125162807,4.336808689942018e-18,
2010-03-16,0.008602060395777199,3.796278911195621e-18,1.0
2010-06-23,-0.0056230219056675815,6.586921024723528e-18,1.0
2010-08-10,-0.0015170061285433767,-4.39966098979625e-18,0.0
2010-09-21,-0.020992048398537074,-6.6811994745048766e-18,0.0
2010-11-03,0.0179339716608142,8.862174279446732e-18,0.0
2010-12-14,-0.01298570999384785,-5.153888588047035e-19,0.0
2011-01-26,-0.002077164143459464,8.384496800554569e-18,0.0
2011-03-15,0.016312915239547022,1.240075876124e-17,0.0
2011-04-27,-0.006743986291470059,-8.851175126972242e-18,1.0
2011-06-22,-0.008668395266304009,2.3883873944608214e-19,1.0
2011-08-09,-0.012354802119362483,1.3562383539455038e-17,0.0
2011-09-20,-0.008393145384742364,1.3676660448280915e-17,
2011-09-21,0.003290369217590627,8.54791278017557e-18,0.0
2011-11-02,0.003804554683716573,1.3621521839772429e-17,0.0
2011-12-13,0.005943788130448668,-1.777463039877685e-17,0.0
2012-01-25,-0.021395472422624864,8.541627550190148e-18,1.0
2012-03-13,0.021470704753991206,-1.3224123889330443e-17,1.0
2012-04-25,-0.018594732861150952,-1.2683594110584045e-17,1.0
2012-06-20,0.014593708770385556,-6.8886120640238424e-18,1.0
2012-08-01,-0.006419674371948205,1.296642945992809e-17,0.0
2012-09-13,0.005494030579731709,-9.427844978134823e-20,0.0
2012-10-24,0.005870848150608718,1.3161271589476211e-17,1.0
2012-12-12,0.00956356991701174,-1.240075876124e-17,0.0
2013-01-30,0.006380202127803465,4.387090529825403e-18,1.0
2013-03-20,-0.007378060802350686,1.4154337927173078e-17,1.0
2013-05-01,-0.008247196272861341,2.1998304948981248e-20,1.0
2013-06-19,0.021303426069348527,-4.0608299551275256e-18,0.0
2013-07-31,0.0013233892749047727,4.185963170291861e-18,1.0
2013-09-18,-0.01991185398654591,2.514091994169286e-20,1.0
2013-10-30,-0.0014759038490966866,-8.472882847224582e-18,1.0
2013-12-18,0.003821697535518111,-2.407243084417091e-18,1.0
2014-01-29,-0.0018490757814009458,1.746036889950569e-17,1.0
2014-03-18,0.009878070452252223,1.4456028966473392e-19,
2014-03-19,0.025354633812648665,-2.544261098099317e-17,0.0
2014-04-30,0.00021021340032634952,-4.698209414103853e-18,1.0
2014-06-17,0.006200155911470211,8.239936510889834e-18,
2014-06-18,-0.007249955201553178,2.8912057932946783e-19,1.0
2014-07-30,0.01386256242585845,1.2287624621502383e-17,1.0
2014-09-17,0.0115091376252934,-2.0446607370179967e-17,1.0
2014-10-29,0.00450317524414299,-4.336808689942018e-21,1.0
2014-12-17,0.0001846928656933209,-1.61907524424502e-17,1.0
2015-01-28,-0.00854784330427022,-1.0046940131699008e-17,1.0
2015-03-18,-0.0203752105547504,-1.22240180940499e-17,1.0
2015-04-29,0.017851938216142466,8.254392539856306e-18,2.0
2015-06-17,-0.012987788210269203,3.879998174601458e-18,1.0
2015-07-29,0.005604803583434549,-1.6132928326584307e-17,1.0
2015-09-17,-0.026504265220913325,8.072246574878742e-18,1.0
2015-10-28,0.008271483182941996,-1.617918761927702e-17,1.0
2015-12-16,-0.001995469756537967,-8.422082475867399e-18,1.0
2016-01-27,0.017463954938516855,3.839521293495333e-18,1.0
2016-03-16,-0.007746387803868188,4.1170770496516225e-18,1.0
2016-04-27,0.002385762408722475,-4.14020669599798e-18,1.0
2016-06-15,-0.0009944511478202417,1.1564823173178713e-20,1.0
2016-07-27,0.007838616853616158,4.018776052679603e-18,1.0
2016-09-21,-0.01878935201545806,3.250871793980536e-17,1.0
2016-11-02,0.00545340032746548,7.742649114443148e-18,1.0
2016-12-14,0.009516664454595146,8.563751559738837e-18,0.0
2017-02-01,-0.007291099865692121,-1.5809113277735302e-17,1.0
2017-03-15,-0.008747087283525854,-3.8568685282551016e-18,0.0
2017-05-03,0.00799836011751479,4.568105153405593e-19,0.0
2017-06-14,0.004471171980320084,8.0953762212251e-18,0.0
2017-07-26,-0.007319556319119325,-3.851086116668512e-18,1.0
2017-09-20,0.016626503394805075,-3.978299171573478e-18,1.0
2017-11-01,0.007310252778644134,1.600571527167934e-17,1.0
2017-12-13,-0.01176802692771356,4.284766985662714e-18,1.0
2018-01-31,0.008921469089008538,-1.214306433183765e-17,1.0
2018-03-21,-0.009464233134202195,-1.5866937393601195e-17,0.0
2018-05-02,-0.00390235666452291,1.2290515827295678e-17,0.0
2018-06-13,-0.009497361301911913,1.2265940578052674e-17,1.0
2018-08-01,-0.002843488638351946,-3.7788059718361446e-18,0.0
2018-09-26,-0.016692131533201985,1.99377551505601e-17,0.0
2018-11-08,0.005002837097954962,-1.6699604662070063e-17,1.0
2018-12-19,0.0047567050110241755,7.777343583962685e-18,1.0
2019-01-30,-0.02431146151348625,-3.6053336242384645e-18,0.0
2019-03-20,-0.04669650241244467,-9.916835871000747e-19,1.0
2019-05-01,0.005309868490281304,8.147417925504405e-18,0.0
2019-06-19,-0.014356060873673483,4.186465988690695e-18,1.0
2019-07-31,-0.01757377573142293,3.859759734048396e-18,1.0
2019-09-18,0.000752908977515654,-6.129356281784718e-19,0.0
2019-10-30,-0.013915890784644808,1.6768993601109134e-17,0.0
2019-12-11,0.008177913189930516,4.228388472693467e-18,1.0
2020-01-29,0.0008533025057406046,-1.214306433183765e-17,1.0
2020-03-03,-0.04016957249441736,1.2073675392798577e-17,
2020-03-15,-0.050275337784110745,1.33111114723287e-17,0.0
2020-03-23,0.0024974032504121624,4.255854927729767e-18,
2020-04-29,-0.011072156180590214,-8.141635513917815e-18,0.0
2020-06-10,-0.04692417392237217,-8.673617379884035e-18,0.0
2020-07-28,0.016406637981501198,4.533410683886056e-18,
2020-07-29,-0.006188041762245838,1.1975374395826558e-17,0.0
2020-09-16,0.0300509542268878,-8.835524904308537e-18,0.0
2020-11-05,-0.009964936489058366,-2.42861286636753e-19,0.0
2020-12-16,-0.00947641772175955,-1.1194748831636996e-17,1.0
2021-01-27,0.005354492806388362,3.6891785922440094e-18,1.0
2021-03-17,0.02312349584957572,8.130070690744636e-18,1.0
2021-04-28,0.016246214982945702,8.04622572273909e-18,1.0
2021-06-16,-0.03773239222960453,4.3252438667688395e-18,1.0
2021-07-28,0.007503057989391208,-7.979727989493312e-18,2.0
2021-09-22,0.03043313180127065,-3.992755200539951e-18,0.0
2021-11-03,-0.021673115509689953,-7.956598343146956e-18,1.0
2021-12-15,0.00492315701951477,4.544975507059235e-18,0.0
2022-01-26,0.002720628388034333,2.312964634635743e-20,0.0
2022-02-18,0.009768139519170797,4.255854927729767e-18,
2022-03-16,0.004732509091234855,-1.6167622796103843e-17,0.0
2022-05-04,0.013189637762611867,-2.833381677428785e-19,0.0
2022-06-15,0.004360116412980637,2.312964634635743e-19,0.0
2022-07-27,-0.015612719422730995,4.1922484002772836e-18,0.0
2022-09-21,-0.014006185061700352,7.887209404107883e-18,0.0
2022-11-02,0.0065261467094966975,-8.384496800554567e-18,0.0
2022-12-14,-0.004258092475394412,1.14086980603408e-17,1.0
2023-02-01,-0.013810625193456596,-7.719519468096792e-18,1.0
2023-03-22,-0.043377312368658716,-1.2339666325781688e-17,2.0
2023-05-03,-0.026355596125458004,-8.673617379884035e-18,0.0
2023-06-14,-0.011538309746380218,8.161873954470878e-18,1.0
2023-07-26,0.014628119097103168,1.195802716106679e-17,1.0
2023-09-20,0.018365221892574193,-3.59666000685858e-18,0.0
2023-11-01,0.012544973264538442,-8.005748841632965e-18,0.0
2023-12-13,0.0675710649377383,-8.251501334063013e-18,1.0
2024-01-31,-0.03052183111125109,1.1547475938418945e-17,2.0
2024-03-20,0.030087690864550386,-8.0953762212251e-18,0.0
2024-05-01,0.0025840137749636167,-1.6173405207690433e-17,0.0
2024-06-12,-0.0025859963322511417,-2.6020852139652105e-19,2.0
2024-07-31,-0.0352477945319591,-8.416300064280809e-18,2.0
2024-09-18,0.016664311132081954,-3.585095183685401e-18,0.0
2024-11-07,-0.02902724757146132,0.0,0.0
2024-12-18,-0.013914287669924759,1.2432184911167118e-17,0.0
2025-01-29,0.006321288243343703,8.147417925504405e-18,0.0
2025-03-19,0.003308621010937658,-5.98190478632669e-18,1.0
2025-05-07,0.007916778342678822,3.353798720221827e-19,1.0
2025-06-18,0.02243355541280451,7.788908407135864e-18,0.0
2025-07-30,-0.011448248474883264,-3.4954678040932665e-18,1.0
2025-09-17,0.01822233233068115,-8.384496800554567e-18,0.0
2025-10-29,0.0026473178832236003,2.312964634635743e-20,1.0
2025-12-10,0.028439000680697612,7.846732523001758e-18,0.0
