rssd9001,rssd9999,htm_securities,interest_income,total_assets,total_deposits,trading_assets,risk_weighted_assets,total_equity,afs_securities,interest_expense,net_interest_income,tier1_capital,tier1_ratio,equity_capital,noninterest_income_b,report_date,ticker,tier1_ratio_computed,tier1_ratio_final,equity_ratio,nim,trading_ratio,deposit_ratio,afs_ratio,htm_ratio,tier1_yoy,nim_change
1037003.0,2024-03-31,33121046,1679601,215136712.0,211711711.0,99193.0,,27168667,0.0,1065257,541934,,,27168667,187968045.0,2024-03-31,MTB,,,0.12628559183334548,0.0025190214862073376,0.0004610696104716893,0.9840798859099418,0.0,0.15395348237914874,0.0,0.0
1037003.0,2024-03-31,33121046,1679601,215136712.0,211711711.0,99193.0,,27168667,0.0,1065257,541934,,,27168667,187968045.0,2024-03-31,MTB,,,0.12628559183334548,0.0025190214862073376,0.0004610696104716893,0.9840798859099418,0.0,0.15395348237914874,0.0,0.0
1037003.0,2024-03-31,33121046,1679601,215136712.0,211711711.0,99193.0,,27168667,0.0,1065257,541934,,,27168667,187968045.0,2024-03-31,MTB,,,0.12628559183334548,0.0025190214862073376,0.0004610696104716893,0.9840798859099418,0.0,0.15395348237914874,0.0,0.0
1037003.0,2024-06-30,32800935,3397662,208854501.0,212251996.0,98561.0,,28423782,0.0,2136663,1101908,,,28423782,180430719.0,2024-06-30,MTB,,,0.13609370094446754,0.005275960033056697,0.0004719122620201515,1.0162672816900413,0.0,0.15705160694621564,0.0,0.002756938546849359
1037003.0,2024-06-30,32800935,3397662,208854501.0,212251996.0,98561.0,,28423782,0.0,2136663,1101908,,,28423782,180430719.0,2024-06-30,MTB,,,0.13609370094446754,0.005275960033056697,0.0004719122620201515,1.0162672816900413,0.0,0.15705160694621564,0.0,0.0
1037003.0,2024-06-30,32800935,3397662,208854501.0,212251996.0,98561.0,,28423782,0.0,2136663,1101908,,,28423782,180430719.0,2024-06-30,MTB,,,0.13609370094446754,0.005275960033056697,0.0004719122620201515,1.0162672816900413,0.0,0.15705160694621564,0.0,0.0
1037003.0,2024-06-30,33167152,3397662,208854501.0,212251996.0,98561.0,,28423782,0.0,2136663,1101908,,,28423782,180430719.0,2024-06-30,MTB,,,0.13609370094446754,0.005275960033056697,0.0004719122620201515,1.0162672816900413,0.0,0.15880506209440035,0.0,0.0
1037003.0,2024-06-30,33167152,3397662,208854501.0,212251996.0,98561.0,,28423782,0.0,2136663,1101908,,,28423782,180430719.0,2024-06-30,MTB,,,0.13609370094446754,0.005275960033056697,0.0004719122620201515,1.0162672816900413,0.0,0.15880506209440035,0.0,0.0
1037003.0,2024-06-30,33167152,3397662,208854501.0,212251996.0,98561.0,,28423782,0.0,2136663,1101908,,,28423782,180430719.0,2024-06-30,MTB,,,0.13609370094446754,0.005275960033056697,0.0004719122620201515,1.0162672816900413,0.0,0.15880506209440035,0.0,0.0
1037003.0,2024-06-30,33756825,3397662,208854501.0,212251996.0,98561.0,,28423782,0.0,2136663,1101908,,,28423782,180430719.0,2024-06-30,MTB,,,0.13609370094446754,0.005275960033056697,0.0004719122620201515,1.0162672816900413,0.0,0.16162842954483417,0.0,0.0
1037003.0,2024-06-30,33756825,3397662,208854501.0,212251996.0,98561.0,,28423782,0.0,2136663,1101908,,,28423782,180430719.0,2024-06-30,MTB,,,0.13609370094446754,0.005275960033056697,0.0004719122620201515,1.0162672816900413,0.0,0.16162842954483417,0.0,0.0
1037003.0,2024-06-30,33756825,3397662,208854501.0,212251996.0,98561.0,,28423782,0.0,2136663,1101908,,,28423782,180430719.0,2024-06-30,MTB,,,0.13609370094446754,0.005275960033056697,0.0004719122620201515,1.0162672816900413,0.0,0.16162842954483417,0.0,0.0
1037003.0,2024-09-30,33421821,5124290,211784994.0,209710875.0,102297.0,,28876006,0.0,3195046,1677140,,,28876006,182908988.0,2024-09-30,MTB,,,0.13634585460762155,0.00791906909136348,0.00048302289065862714,0.9902064874341381,0.0,0.15781014683221609,0.0,0.0026431090583067833
1037003.0,2024-09-30,33421821,5124290,211784994.0,209710875.0,102297.0,,28876006,0.0,3195046,1677140,,,28876006,182908988.0,2024-09-30,MTB,,,0.13634585460762155,0.00791906909136348,0.00048302289065862714,0.9902064874341381,0.0,0.15781014683221609,0.0,0.0
1037003.0,2024-09-30,33421821,5124290,211784994.0,209710875.0,102297.0,,28876006,0.0,3195046,1677140,,,28876006,182908988.0,2024-09-30,MTB,,,0.13634585460762155,0.00791906909136348,0.00048302289065862714,0.9902064874341381,0.0,0.15781014683221609,0.0,0.0
1037003.0,2024-09-30,33791191,5124290,211784994.0,209710875.0,102297.0,,28876006,0.0,3195046,1677140,,,28876006,182908988.0,2024-09-30,MTB,,,0.13634585460762155,0.00791906909136348,0.00048302289065862714,0.9902064874341381,0.0,0.15955422696284138,0.0,0.0
1037003.0,2024-09-30,33791191,5124290,211784994.0,209710875.0,102297.0,,28876006,0.0,3195046,1677140,,,28876006,182908988.0,2024-09-30,MTB,,,0.13634585460762155,0.00791906909136348,0.00048302289065862714,0.9902064874341381,0.0,0.15955422696284138,0.0,0.0
1037003.0,2024-09-30,33791191,5124290,211784994.0,209710875.0,102297.0,,28876006,0.0,3195046,1677140,,,28876006,182908988.0,2024-09-30,MTB,,,0.13634585460762155,0.00791906909136348,0.00048302289065862714,0.9902064874341381,0.0,0.15955422696284138,0.0,0.0
1037003.0,2024-09-30,34392401,5124290,211784994.0,209710875.0,102297.0,,28876006,0.0,3195046,1677140,,,28876006,182908988.0,2024-09-30,MTB,,,0.13634585460762155,0.00791906909136348,0.00048302289065862714,0.9902064874341381,0.0,0.16239300221620045,0.0,0.0
1037003.0,2024-09-30,34392401,5124290,211784994.0,209710875.0,102297.0,,28876006,0.0,3195046,1677140,,,28876006,182908988.0,2024-09-30,MTB,,,0.13634585460762155,0.00791906909136348,0.00048302289065862714,0.9902064874341381,0.0,0.16239300221620045,0.0,0.0
1037003.0,2024-09-30,34392401,5124290,211784994.0,209710875.0,102297.0,,28876006,0.0,3195046,1677140,,,28876006,182908988.0,2024-09-30,MTB,,,0.13634585460762155,0.00791906909136348,0.00048302289065862714,0.9902064874341381,0.0,0.16239300221620045,0.0,0.0
1037003.0,2024-12-31,33774415,6852019,208104916.0,211941722.0,101351.0,,29027125,0.0,4174452,2261471,,,29027125,179077791.0,2024-12-31,MTB,,,0.1394831297498037,0.010866975386588177,0.00048701876893672227,1.0184368830575823,0.0,0.16229513290305933,0.0,0.0029479062952246973
1037003.0,2024-12-31,33774415,6852019,208104916.0,211941722.0,101351.0,,29027125,0.0,4174452,2261471,,,29027125,179077791.0,2024-12-31,MTB,,,0.1394831297498037,0.010866975386588177,0.00048701876893672227,1.0184368830575823,0.0,0.16229513290305933,0.0,0.0
1037003.0,2024-12-31,34151083,6852019,208104916.0,211941722.0,101351.0,,29027125,0.0,4174452,2261471,,,29027125,179077791.0,2024-12-31,MTB,,,0.1394831297498037,0.010866975386588177,0.00048701876893672227,1.0184368830575823,0.0,0.1641051237828519,0.0,0.0
1037003.0,2024-12-31,34151083,6852019,208104916.0,211941722.0,101351.0,,29027125,0.0,4174452,2261471,,,29027125,179077791.0,2024-12-31,MTB,,,0.1394831297498037,0.010866975386588177,0.00048701876893672227,1.0184368830575823,0.0,0.1641051237828519,0.0,0.0
1037003.0,2025-03-31,33432246,1695260,210320997.0,208419532.0,95982.0,,28990503,0.0,865108,580906,,,28990503,181330494.0,2025-03-31,MTB,,,0.13783931901007487,0.002761997177105432,0.0004563595711749122,0.9909592241044768,0.0,0.15895819474457892,0.0,-0.008104978209482746
1037003.0,2025-06-30,33332088,3408022,211584112.0,210254984.0,93133.0,,28524968,0.0,1760893,1228535,,,28524968,183059144.0,2025-06-30,MTB,,,0.1348162096405424,0.005806366973338716,0.000440170101240872,0.993718205079595,0.0,0.15753587396013932,0.0,0.0030443697962332845
1037003.0,2025-09-30,33276804,5169178,211277177.0,210967847.0,95130.0,,28727794,0.0,2679814,1948027,,,28727794,182549383.0,2025-09-30,MTB,,,0.1359720647914564,0.009220243415122875,0.0004502616011383,0.9985359043300734,0.0,0.15750307000741495,0.0,0.0034138764417841585
1037003.0,2025-12-31,32904960,6948080,213509550.0,212739023.0,96968.0,,29176889,0.0,3537687,2613465,,,29176889,184332661.0,2025-12-31,MTB,,,0.13665378902255193,0.012240506338006895,0.00045416235479864953,0.9963911356658285,0.0,0.15411469885070714,0.0,0.00302026292288402
1037003.0,2025-12-31,32904960,6948080,213509550.0,212739023.0,96968.0,,29176889,0.0,3537687,2613465,,,29176889,184332661.0,2025-12-31,MTB,,,0.13665378902255193,0.012240506338006895,0.00045416235479864953,0.9963911356658285,0.0,0.15411469885070714,0.0,0.0
1037003.0,2025-12-31,32904960,6948080,213509550.0,212739023.0,96968.0,,29176889,0.0,3537687,2613465,,,29176889,184332661.0,2025-12-31,MTB,,,0.13665378902255193,0.012240506338006895,0.00045416235479864953,0.9963911356658285,0.0,0.15411469885070714,0.0,0.0
1037003.0,2025-12-31,32904960,6948080,213509550.0,212739023.0,96968.0,,29176889,0.0,3537687,2613465,,,29176889,184332661.0,2025-12-31,MTB,,,0.13665378902255193,0.012240506338006895,0.00045416235479864953,0.9963911356658285,0.0,0.15411469885070714,0.0,0.0
1037003.0,2026-03-31,33645000,1752000,214736000.0,213692000.0,92000.0,,27972000,0.0,784000,677000,,,27972000,186764000.0,2026-03-31,MTB,,,0.13026227553833544,0.00315270844199389,0.00042843305267863796,0.9951382162282989,0.0,0.15668076149318233,0.0,-0.009087797896013005
1199611.0,2000-03-31,5075988,139351,33219419.0,31260426.0,219673.0,24095060.0,,37876.0,296406,362434,3131873,,2251561,30967858.0,2000-03-31,NTRS,0.12997987969318192,0.12997987969318192,,0.01091030520431438,0.006612788742632735,0.9410286796406644,0.0011401764732850987,0.15280182955638086,,
1199611.0,2000-06-30,5409424,280211,36848083.0,34328673.0,220862.0,25579909.0,,35250.0,655489,755309,3150793,,2304893,34543190.0,2000-06-30,NTRS,0.12317451950278635,0.12317451950278635,,0.020497918439881933,0.005993853194479615,0.9316271079827952,0.0009566304982541426,0.1468034035854728,,0.009587613235567553
1199611.0,2000-09-30,5212984,423020,34793741.0,34475446.0,274661.0,25394717.0,,113626.0,1044003,1147159,3180149,,2360543,32433198.0,2000-09-30,NTRS,0.1252287631321113,0.1252287631321113,,0.032970268991770676,0.00789397725297777,0.9908519466187898,0.003265702299732587,0.1498253378387797,,0.012472350551888743
1199611.0,2000-12-31,5431749,568570,36022222.0,36082885.0,476347.0,25383909.0,,98000.0,1442437,1536848,3263022,,2462161,33560061.0,2000-12-31,NTRS,0.12854686801784548,0.12854686801784548,,0.04266388675301596,0.013223698415938916,1.0016840438105123,0.002720542891551776,0.15078883806779048,,0.009693617761245284
1199611.0,2001-03-31,5209857,148078,38197777.0,35654830.0,391891.0,25791981.0,,85416.0,345248,389471,3526326,13.67,2572576,35357532.0,2001-03-31,NTRS,0.13672179736794937,13.67,,0.010196169269222132,0.010259523741394688,0.9334268326662046,0.002236151072351671,0.136391628235329,0.1259479551054592,-0.03246771748379383
1199611.0,2001-06-30,5027840,294516,36183780.0,36302265.0,271971.0,25740721.0,,97316.0,648638,803768,3593945,13.96,2661134,33254954.0,2001-06-30,NTRS,0.13962099196832908,13.96,,0.02221348902740399,0.007516378885788052,1.0032745335064497,0.0026894923637055057,0.13895286783194016,0.14064776708593674,0.01201731975818186
1199611.0,2001-09-30,4965746,443568,35124352.0,35059282.0,262962.0,26009509.0,,135699.0,895689,1193635,3619778,13.92,2725770,32130868.0,2001-09-30,NTRS,0.13917133153109504,13.92,,0.03398311803730927,0.007486600749246563,0.9981474391328273,0.0038633879993003146,0.14137615976516804,0.13824163584788018,0.011769629009905282
1199611.0,2001-12-31,4700084,595382,39664457.0,35486120.0,179559.0,25783536.0,,128411.0,1086260,1580030,3676507,14.26,2773492,36623228.0,2001-12-31,NTRS,0.14259126444099832,14.26,,0.03983490811433521,0.004526949656716591,0.8946579049348892,0.003237432444871236,0.11849611353560191,0.1267184223704283,0.005851790077025937
1199611.0,2002-03-31,4506927,149255,37961610.0,37677819.0,159199.0,26146944.0,,112449.0,165773,391602,3733493,14.28,2831662,34862189.0,2002-03-31,NTRS,0.14278888576806528,14.28,,0.010315737398914324,0.004193684092956015,0.9925242633281359,0.0029621767886030123,0.11872328386493618,0.05874868063814853,-0.029519170715420887
1199611.0,2002-06-30,4433603,300524,37801410.0,37085110.0,595284.0,27250313.0,,104305.0,325538,791934,3784075,13.89,2913333,34620295.0,2002-06-30,NTRS,0.13886354259490524,13.89,,0.02094985345784721,0.01574766655529516,0.9810509713791099,0.0027592886085466123,0.11728670967564438,0.052902868574783435,0.010634116058932885
1199611.0,2002-09-30,4267274,450456,39670547.0,36490300.0,343912.0,27312157.0,,124258.0,483745,1177671,3784194,13.86,2945117,36457626.0,2002-09-30,NTRS,0.13855346540370284,13.86,,0.029686280857181023,0.008669202368195225,0.9198335480476233,0.0031322482142734256,0.10756781347128891,0.045421570052086135,0.008736427399333814
1199611.0,2002-12-31,3996662,601847,39478150.0,39119395.0,598762.0,27174371.0,,123650.0,636497,1536517,3836618,14.12,2999803,36210520.0,2002-12-31,NTRS,0.1411851630346844,14.12,,0.03892069410547353,0.015166921448953409,0.9909125680914632,0.00313211232035949,0.10123731735149696,0.04354976068317029,0.009234413248292508
1199611.0,2003-03-31,3904401,140691,36449759.0,37459520.0,223996.0,26456874.0,,167465.0,133930,373088,3951493,14.94,3026119,33155791.0,2003-03-31,NTRS,0.14935600479482194,14.94,,0.010235678101465636,0.006145335556265269,1.027702816910257,0.004594406234620097,0.10711733375246733,0.058390359912285916,-0.028685016004007895
1199611.0,2003-06-30,3776520,277740,39071020.0,38559792.0,485151.0,27108334.0,,258645.0,267060,756641,3836701,14.15,2946129,35857019.0,2003-06-30,NTRS,0.1415321576014225,14.15,,0.019365785689751638,0.012417157268993746,0.9869154171045444,0.006619868127323013,0.09665782976743377,0.01390722964000446,0.009130107588286002
1199611.0,2003-09-30,3552825,411988,40744157.0,39316707.0,525911.0,27980864.0,,294513.0,387330,1148069,3848483,13.75,3000290,37475973.0,2003-09-30,NTRS,0.13753982007131732,13.75,,0.02817751266764459,0.012907642192719806,0.9649655286769094,0.00722834933116913,0.08719839264314636,0.016988822454662822,0.008811726977892953
1199611.0,2003-12-31,3407484,548215,41450173.0,41077419.0,903916.0,27912817.0,,288181.0,507567,1542137,3892496,13.95,3055276,38118692.0,2003-12-31,NTRS,0.13945192274932336,13.95,,0.037204597433163906,0.02180729137125676,0.991007178667264,0.0069524679667802595,0.08220674977641228,0.014564389782876441,0.009027084765519316
1199611.0,2004-03-31,3277301,138545,40178901.0,39521750.0,545421.0,28084452.0,,233279.0,115905,426439,3958832,14.1,3118385,37060516.0,2004-03-31,NTRS,0.14096169652874124,14.1,,0.010613505829838402,0.01357481131701437,0.9836443759375101,0.005806007486367036,0.0815677113716973,0.001857272681490274,-0.026591091603325505
1199611.0,2004-06-30,3415049,271483,43279333.0,40999601.0,372688.0,28902909.0,,238538.0,240192,865008,4001715,13.85,3178112,40101221.0,2004-06-30,NTRS,0.13845371066282636,13.85,,0.019986629646071487,0.00861122328294662,0.947325158638651,0.005511591410154126,0.07890715413751871,0.04300934578952065,0.009373123816233085
1199611.0,2004-09-30,3511056,410584,41110020.0,40367568.0,309303.0,28748644.0,,283282.0,380529,1272365,3968477,13.8,3225545,37884475.0,2004-09-30,NTRS,0.13804049331857182,13.8,,0.030950240355027803,0.007523786171838399,0.9819398774313416,0.006890826129493491,0.08540633159507098,0.031179558283094932,0.010963610708956316
1199611.0,2004-12-31,3501507,561155,45276690.0,44286634.0,960265.0,30335561.0,,328137.0,557173,1710692,4036959,13.31,3295603,41981087.0,2004-12-31,NTRS,0.13307678733879358,13.31,,0.03778306232191443,0.02120881628051874,0.9781332071757012,0.00724737166078174,0.07733575488844259,0.03711320448370392,0.006832821966886629
1199611.0,2005-03-31,3881995,157489,47761320.0,43587367.0,662129.0,32001283.0,,529486.0,186085,449245,4055002,12.67,3361392,44399928.0,2005-03-31,NTRS,0.12671373207130476,12.67,,0.009406042379063225,0.013863289373074279,0.9126080895586638,0.011086083885453752,0.08127905593898996,0.02429251860144599,-0.028377019942851207
1199611.0,2005-06-30,3873635,322712,46255593.0,46730464.0,1037030.0,32506043.0,,871307.0,415806,956807,4132466,12.71,3446304,42809289.0,2005-06-30,NTRS,0.1271291617992384,12.71,,0.02068521746116194,0.02241955907905018,1.0102662395875024,0.01883679234206337,0.08374414311367709,0.032673741133488976,0.011279175082098716
1199611.0,2005-09-30,3741580,491188,48427422.0,46046579.0,1313230.0,33604365.0,,1023715.0,657671,1458427,4160122,12.38,3529030,44898276.0,2005-09-30,NTRS,0.12379707219582932,12.38,,0.030115726581522347,0.02711748727817888,0.9508368832848464,0.021139159544771968,0.07726159777821748,0.04829182580622238,0.009430509120360406
1199611.0,2005-12-31,3882081,661497,53413797.0,47488705.0,710676.0,34466647.0,,1196782.0,929165,1963440,4224511,12.26,3600780,49812901.0,2005-12-31,NTRS,0.12256808734542701,12.26,,0.03675904186328487,0.013305101676257916,0.8890718815589912,0.022405858920682985,0.07267936784198285,0.046458732922479484,0.006643315281762527
1199611.0,2006-03-31,4051949,175270,50194943.0,49659394.0,642687.0,33850056.0,,1476577.0,301796,552316,4313994,12.74,3703392,46491435.0,2006-03-31,NTRS,0.12744422047632653,12.74,,0.011003419208982864,0.012803819699526304,0.9893306184250473,0.029416847828674694,0.08072424746054598,0.0638697588805135,-0.025755622654302007
1199611.0,2006-06-30,4687988,358259,53325916.0,52735230.0,418705.0,35570412.0,,1429751.0,659681,1145365,4402618,12.38,3808374,49517426.0,2006-06-30,NTRS,0.12377191470259045,12.38,,0.02147858088363639,0.007851810740578747,0.9889230969797125,0.026811560067716417,0.08791200136158936,0.06537307263991998,0.010475161674653526
1199611.0,2006-09-30,4763587,540660,55200927.0,52635274.0,482583.0,35956034.0,,1689098.0,1043617,1696409,4492739,12.5,3936027,51264784.0,2006-09-30,NTRS,0.12495090531953552,12.5,,0.0307315310121513,0.008742298838568417,0.953521559520187,0.030599087584163215,0.08629541674182392,0.07995366482040667,0.00925295012851491
1199611.0,2006-12-31,5042924,729944,60712241.0,57318696.0,577432.0,39209035.0,,1716018.0,1476959,2264726,4674700,11.92,3943852,56768273.0,2006-12-31,NTRS,0.11922507146630872,11.92,,0.0373026256764266,0.009510965012805243,0.9441044352159559,0.028264777773562996,0.08306272206291973,0.1065659433719075,0.006571094664275301
1199611.0,2007-03-31,5114528,194749,59532356.0,57049419.0,447566.0,38384814.0,,2006748.0,441640,613371,4749428,12.37,4043351,55488889.0,2007-03-31,NTRS,0.12373195295410315,12.37,,0.010303153464982975,0.007518029355330738,0.9582926467751419,0.03370852650279791,0.08591173512434146,0.10093523542220972,-0.026999472211443627
1199611.0,2007-06-30,5506459,389951,59609734.0,59158378.0,530928.0,40974520.0,,2162220.0,910714,1287088,4922734,12.01,4227189,55382429.0,2007-06-30,NTRS,0.1201413463781882,12.01,,0.021591909804529574,0.008906733252659707,0.9924281494025791,0.03627293488677537,0.09237516476755289,0.11813788977376638,0.0112887563395466
1199611.0,2007-09-30,5877390,599900,63098902.0,61256556.0,1165164.0,43291402.0,,2300690.0,1403142,1944634,5028297,11.62,4359426,58739360.0,2007-09-30,NTRS,0.11615001519239317,11.62,,0.03081882470791647,0.018465677897216023,0.970802249459111,0.03646164873043274,0.09314567787566255,0.11920523315509768,0.009226914903386896
1199611.0,2007-12-31,6204310,831910,67611226.0,64794558.0,902045.0,44854148.0,,2648944.0,1886115,2670607,5338049,11.9,4509104,63102006.0,2007-12-31,NTRS,0.11900903791551229,11.9,,0.039499461228524387,0.013341645365223816,0.9583402318425641,0.03917905585678923,0.0917644948488288,0.14190194023145875,0.008680636520607916
1199611.0,2008-03-31,6943429,253514,77480291.0,68090972.0,1716376.0,49349107.0,,3123505.0,423620,874849,5602728,11.35,4758407,72721769.0,2008-03-31,NTRS,0.11353251032485755,11.35,,0.01129124566659152,0.02215242067172928,0.8788166786828407,0.04031354244655586,0.08961542232720834,0.17966374055991574,-0.028208215561932867
1199611.0,2008-06-30,7134577,489731,74806905.0,71277828.0,1098119.0,49773606.0,,3483573.0,776390,1720051,5827250,11.71,4964145,69842645.0,2008-06-30,NTRS,0.11707510201290218,11.71,,0.022993211656063033,0.014679380198926823,0.9528241811367547,0.04656753276986931,0.09537324128033368,0.1837426113212699,0.011701965989471513
1199611.0,2008-09-30,8044171,743579,79243977.0,73320538.0,2201848.0,52549664.0,,3522874.0,1163881,2409309,6009815,11.44,4836011,74407851.0,2008-09-30,NTRS,0.11436448004691334,11.44,,0.030403686074463424,0.027785682689802405,0.9252506092671244,0.044456047429320716,0.10151144988596421,0.19519889139404456,0.007410474418400391
1199611.0,2008-12-31,8553697,1080130,82053626.0,79365880.0,3070691.0,51258222.0,,3752688.0,1399412,3254670,7869116,15.35,6389432,75664079.0,2008-12-31,NTRS,0.1535190978727276,15.35,,0.0396651575154034,0.037422977504979485,0.9672440313606616,0.04573457850601264,0.10424520422778148,0.4741558198510354,0.009261471440939976
1199611.0,2009-03-31,8322884,277486,78464586.0,77365936.0,1743462.0,52373932.0,6524714,3706093.0,116714,615720,7944096,15.17,6524599,71939872.0,2009-03-31,NTRS,0.15168034357244745,15.17,0.08315488977409503,0.007847106973839129,0.022219731077151163,0.9859981418878575,0.04723268405443444,0.10607185259347446,0.41789785261751056,-0.03181805054156427
1199611.0,2009-06-30,8052600,528151,75045238.0,73793416.0,2223512.0,50156847.0,6128692,4195102.0,221161,1417742,7493190,14.94,6128577,68916546.0,2009-06-30,NTRS,0.14939515635821365,14.94,0.08166663419736239,0.018891831617617098,0.029628955270952703,0.9833191014731675,0.055900975355691454,0.10730327752441801,0.28588785447681153,0.011044724643777969
1199611.0,2009-09-30,7317801,766815,77926946.0,71201214.0,1846567.0,48081677.0,6223324,4334530.0,316145,2100706,7558761,15.72,6223209,71703622.0,2009-09-30,NTRS,0.15720668395156018,15.72,0.07986100212370699,0.02695737620719796,0.023696129449240832,0.913691831321094,0.0556229933609871,0.09390591285330237,0.257736053439249,0.00806554458958086
1199611.0,2009-12-31,6781014,1001498,82141531.0,74950157.0,941846.0,48832319.0,6312099,4427565.0,406169,2808828,7711019,15.79,6311984,75829432.0,2009-12-31,NTRS,0.15790810590011095,15.79,0.07684418494707629,0.03419497988173607,0.011466136417642374,0.9124514248462205,0.05390166151151967,0.08255280754384771,-0.020090820874924198,0.007237603674538115
1199611.0,2010-03-31,6758860,230872,76318597.0,74962044.0,1205175.0,49582262.0,6447049,4142500.0,83900,666824,7690410,15.51,6446934,69871548.0,2010-03-31,NTRS,0.15510405717270423,15.51,0.08447546539672368,0.00873737236023875,0.015791367338684175,0.9822251318377878,0.05427903765054801,0.0885611144030858,-0.031933904122004586,-0.025457607521497325
1199611.0,2010-06-30,6470175,464188,80048900.0,74290343.0,1440696.0,49577367.0,6619617,4499987.0,168971,1397703,7871563,15.88,6619502,73429283.0,2010-06-30,NTRS,0.1587733168645281,15.88,0.08269466538578293,0.017460614699265076,0.017997698906543375,0.9280620095966341,0.0562154757904231,0.08082778151854679,0.050495583322990534,0.008723242339026325
1199611.0,2010-09-30,6236508,698047,80723438.0,74707072.0,1618185.0,52191318.0,6768716,4597251.0,265685,2066940,7976617,15.28,6768601,73954722.0,2010-09-30,NTRS,0.15283417445024094,15.28,0.08385069030384955,0.02560520279128845,0.020046036691351028,0.9254694033224898,0.056950634337452274,0.07725771045579104,0.055281017616511496,0.008144588092023373
1199611.0,2010-12-31,4570924,920587,83843874.0,80110216.0,1475651.0,51471738.0,6830376,4427765.0,378013,2747499,8036409,15.61,6830261,77013498.0,2010-12-31,NTRS,0.15613245855424582,15.61,0.08146541511190192,0.03276922771960656,0.017599985897598196,0.9554689231082046,0.0528096423597984,0.05451708970413271,0.04219805449837444,0.007164024928318111
1199611.0,2011-03-31,4644362,234424,92679160.0,83264250.0,1304931.0,52239914.0,6928347,4511047.0,112659,668992,8029733,15.37,6928232,85750813.0,2011-03-31,NTRS,0.15370877141949355,15.37,0.07475625588319963,0.007218364948495433,0.014080090928748167,0.8984139476447563,0.04867380110048473,0.050112258246622,0.044122875113290494,-0.025550862771111127
1199611.0,2011-06-30,4675250,480463,97398269.0,92359409.0,1666938.0,55111307.0,7025469,4544504.0,226295,1381935,8015566,14.54,7025354,90372800.0,2011-06-30,NTRS,0.14544322093468043,14.54,0.07213135379233485,0.014188496512191609,0.017114657345707038,0.9482654050042717,0.0466589811775813,0.048001366430855154,0.018294079587497514,0.006970131563696176
1199611.0,2011-09-30,4281474,737268,96098241.0,94026301.0,3284856.0,57470824.0,7152944,4464994.0,316548,2101036,7995903,13.91,7152829,88945297.0,2011-09-30,NTRS,0.139129778268013,13.91,0.07443366211042302,0.021863417874631023,0.034182269787851785,0.9784393556173416,0.046462806743777965,0.04455309436933398,0.0024178169767961055,0.007674921362439415
1199611.0,2011-12-31,4495179,1009112,100223739.0,97959235.0,1015135.0,56666652.0,7117382,4631678.0,399460,2784405,8065173,14.23,7117315,93106357.0,2011-12-31,NTRS,0.14232661919041908,14.23,0.07101493190151287,0.027781891074728313,0.010128688174365557,0.9774055126799849,0.0462133826398155,0.04485143983702304,0.003579210565315849,0.00591847320009729
1199611.0,2012-03-31,4705316,256433,91604324.0,95053215.0,642238.0,57511427.0,7223246,4750607.0,84553,711381,8045001,13.99,7223238,84381078.0,2012-03-31,NTRS,0.1398852614107454,13.99,0.07885267512044519,0.0077658015357440985,0.007011000921746882,1.0376498712004032,0.05186007376682349,0.05136565387459221,0.0019014330862558992,-0.020016089538984216
1199611.0,2012-06-30,4874414,510562,94455895.0,92293950.0,871804.0,56965459.0,7390292,4607767.0,152047,1445331,8220763,14.43,7390292,87065603.0,2012-06-30,NTRS,0.1443113624345588,14.43,0.07824066459801159,0.015301649515893105,0.009229746856985474,0.9771115926644918,0.04878220676433165,0.051605185679517405,0.02559981416159518,0.007535847980149006
1199611.0,2012-09-30,4921124,756191,93632518.0,92554303.0,728078.0,58099842.0,7532193,4964487.0,229548,2172042,8313695,14.31,7532193,86100325.0,2012-09-30,NTRS,0.1430932462776749,14.31,0.08044419995198676,0.02319751776834625,0.0077759096471164005,0.9884846095883056,0.05302097077000535,0.05255785174975215,0.0397443540773319,0.007895868252453144
1199611.0,2012-12-31,5096600,990378,97463845.0,91482924.0,822756.0,58316121.0,7527047,4946639.0,297423,2907482,8340805,14.3,7527047,89936798.0,2012-12-31,NTRS,0.14302743147130792,14.3,0.07722912019323679,0.02983139029657613,0.008441653415171543,0.9386344649136302,0.0507535794427154,0.052292211537519374,0.0341755843303051,0.0066338725282298824
1199611.0,2013-03-31,5090165,226122,93156775.0,91392511.0,785201.0,57100229.0,7612055,4906627.0,60621,750105,8381128,14.68,7612055,85544720.0,2013-03-31,NTRS,0.14677923620936792,14.68,0.08171230702222142,0.00805207136034926,0.008428812611857807,0.9810613452430057,0.05267064043382781,0.05464084603615786,0.04178085248218122,-0.021779318936226873
1199611.0,2013-06-30,5025759,446236,97236008.0,92674664.0,3222236.0,59488670.0,7724624,5086592.0,115725,1553123,8569253,14.4,7724624,89511384.0,2013-06-30,NTRS,0.14404848856093103,14.4,0.07944201082380922,0.01597271455241149,0.03313829995982558,0.9530899705384861,0.05231181436407797,0.05168619221801043,0.04239144225420444,0.00792064319206223
1199611.0,2013-09-30,4954856,683234,95969501.0,95204923.0,1288281.0,57757794.0,7817085,5039167.0,169864,2365512,8583030,14.86,7817085,88152416.0,2013-09-30,NTRS,0.14860384037520546,14.86,0.08145384646732716,0.02464858080276983,0.01342385848187332,0.9920331147704936,0.05250800460033652,0.051629485913446606,0.0323965456995956,0.008675866250358339
