rssd9001,rssd9999,htm_securities,interest_income,total_assets,total_deposits,trading_assets,risk_weighted_assets,total_equity,afs_securities,interest_expense,net_interest_income,tier1_capital,tier1_ratio,equity_capital,noninterest_income_b,report_date,ticker,tier1_ratio_computed,tier1_ratio_final,equity_ratio,nim,trading_ratio,deposit_ratio,afs_ratio,htm_ratio,tier1_yoy,nim_change
1951350.0,2006-06-30,44426000,19691000,1626551000.0,1641763000.0,327890000.0,963749700.0,,23025691000.0,25700000,24130000,112608000,11.68,115428000,1509811000.0,2006-06-30,C,0.11684361613809063,11.68,,0.014835071264288669,0.20158605540189026,1.0093523043544286,14.156144504537515,0.027313007707720202,0.07335671801128574,0.007243977827832634
1951350.0,2006-09-30,48803000,29637000,1746248000.0,1682672000.0,351149000.0,991483400.0,,21473562000.0,40537000,35385000,117792000,11.88,117865000,1627068000.0,2006-09-30,C,0.11880380448124497,11.88,,0.020263444825706314,0.20108770346479996,0.963592800106285,12.296971564176452,0.027947347684864923,0.1183669594113459,0.005428373561417645
1951350.0,2006-12-31,46448000,39743000,1884318000.0,1809380000.0,393925000.0,1057872300.0,,22051113000.0,56688000,48362000,123260000,11.65,119783000,1761822000.0,2006-12-31,C,0.11651689906239156,11.65,,0.025665519301943728,0.20905441650506973,0.9602307041592767,11.702437168248672,0.024649767183670696,0.15843687148737806,0.005402074476237414
1951350.0,2007-03-31,45032000,10636000,2020966000.0,1940880000.0,460065000.0,1106961000.0,,24312654000.0,17496000,14413000,127035000,11.48,122083000,1895882000.0,2007-03-31,C,0.1147601406011594,11.48,,0.007131737990644078,0.22764608607962727,0.9603724159634551,12.030214263871832,0.022282413459701944,0.1583809020115623,-0.018533781311299652
1951350.0,2007-06-30,46713000,22130000,2220866000.0,2178421000.0,538316000.0,1168379900.0,,25354308000.0,36600000,29494000,131250000,11.23,127754000,2087642000.0,2007-06-30,C,0.11233503760206762,11.23,,0.013280405031190535,0.24239013069676424,0.9808880859988851,11.416406032601698,0.021033686859090104,0.16554774083546464,0.006148667040546457
1951350.0,2007-09-30,61547000,34358000,2358266000.0,2301321000.0,581220000.0,1261790000.0,,28498845000.0,57333000,39469000,133823000,10.61,127113000,2225254000.0,2007-09-30,C,0.10605806037454726,10.61,,0.016736449577783,0.24646074700648696,0.9758530208212305,12.084660933075403,0.02609841298649092,0.136095829937517,0.003456044546592464
1951350.0,2007-12-31,66445000,47216000,2187631000.0,2282671000.0,538984000.0,1253321000.0,,25478070000.0,77251000,33572000,134121000,10.7,113598000,2068725000.0,2007-12-31,C,0.10701248921864391,10.7,,0.015346280977002063,0.24637793119589183,1.0434442554525878,11.646420260089567,0.030373038231767607,0.08811455460003237,-0.001390168600780936
1951350.0,2008-03-31,66670000,13550000,2199848000.0,2301144000.0,578437000.0,1285580000.0,,29038866000.0,16400000,-157000,143681000,11.18,128219000,2067387000.0,2008-03-31,C,0.11176356197202819,11.18,,-7.136856728283045e-05,0.26294407613616944,1.0460468177801376,13.200396572854125,0.03030663936781087,0.13103475420159794,-0.015417649544284893
1951350.0,2008-06-30,54327000,27866000,2100385000.0,2193340000.0,505439000.0,1223313000.0,,28569596000.0,29738000,4164000,150341000,12.29,136405000,1959465000.0,2008-06-30,C,0.12289659310413606,12.29,,0.0019824936856814345,0.2406411205564694,1.0442561720827372,13.60207580991104,0.02586525803602673,0.14545523809523808,0.002053862252964265
1951350.0,2008-09-30,51864000,40700000,2050131000.0,2122606000.0,457462000.0,1175706000.0,,27190783000.0,42044000,7514000,137362000,11.68,126062000,1920607000.0,2008-09-30,C,0.11683363017625155,11.68,,0.0036651316428072157,0.22313793606359789,1.0353513994959347,13.262949050572866,0.02529789559789106,0.026445379344357756,0.0016826379571257813
1951350.0,2008-12-31,45317000,54086000,1938470000.0,2023878000.0,373642000.0,996247000.0,,24466305000.0,52569000,995000,156398000,15.7,141630000,1794448000.0,2008-12-31,C,0.15698717285974262,15.7,,0.0005132914102359077,0.19275098402348242,1.044059490216511,12.621451453981749,0.0233777154147343,0.16609628618933647,-0.003151840232571308
1951350.0,2009-03-31,46926000,13197000,1822578000.0,1915981000.0,331716000.0,1023038000.0,145927000,25434606000.0,7412000,11792000,159661000,15.61,143934000,1676651000.0,2009-03-31,C,0.15606556159204252,15.61,0.0800662577952768,0.00646995629267993,0.18200373317355964,1.0512477380940624,13.955290802368951,0.025747046216952032,0.11121860232041825,0.005956664882444022
1951350.0,2009-06-30,41099000,26724000,1851914000.0,1905115000.0,332561000.0,995414000.0,154168000,28140073000.0,13530000,28760000,165424000,16.62,152302000,1697746000.0,2009-06-30,C,0.16618612959030113,16.62,0.08324792619959674,0.015529878817266892,0.17957691339878634,1.0287275759025527,15.195129471454939,0.022192715212477468,0.10032526057429436,0.009059922524586962
1951350.0,2009-09-30,36596000,39007000,1893370000.0,1908900000.0,352901000.0,989711000.0,142949000,29615442000.0,19925000,37417000,164094000,16.58,140842000,1750421000.0,2009-09-30,C,0.16579991532881821,16.58,0.07549977025092824,0.01976211728293994,0.1863877636172539,1.0082023059412581,15.641655883424793,0.019328498919915282,0.19460986298976435,0.00423223846567305
1951350.0,2009-12-31,32371000,50381000,1862392000.0,1912629000.0,347364000.0,1088526000.0,154973000,31560640000.0,26254000,32110000,165983000,15.25,152700000,1707419000.0,2009-12-31,C,0.15248418503554348,15.25,0.08321180503352678,0.017241268218506092,0.18651497643890222,1.0269744500620708,16.946292724625106,0.01738141057306947,0.06128594994820902,-0.0025208490644338492
1951350.0,2010-03-31,32288000,14701000,2002213000.0,2017754000.0,345393000.0,1064042000.0,153779000,34069956000.0,6151000,10817000,158292000,14.88,151421000,1848434000.0,2010-03-31,C,0.1487648043968189,14.88,0.0768045158032637,0.005402522109286075,0.17250562252867202,1.007761911444986,17.016149630433926,0.01612615640793462,-0.0085744170461165,-0.011838746109220017
1951350.0,2010-06-30,28990000,28886000,1937656000.0,2015779000.0,309441000.0,1024929000.0,157330000,36952626000.0,12384000,18761000,159752000,15.59,154806000,1780326000.0,2010-06-30,C,0.15586640635595247,15.59,0.08119604305408185,0.009682317191493227,0.1596986255558262,1.0403183021134814,19.070787590779787,0.014961376013079722,-0.034287648708772656,0.004279795082207152
1951350.0,2010-09-30,27821000,42449000,1983280000.0,1979985000.0,349015000.0,1003502000.0,165183000,40302460000.0,18342000,25571000,161958000,16.14,162913000,1818097000.0,2010-09-30,C,0.16139280240597428,16.14,0.08328778589004074,0.012893287886733088,0.1759786817796781,0.9983386107861724,20.321114517365174,0.014027772175386229,-0.01301692932099896,0.003210970695239861
1951350.0,2010-12-31,25662000,55468000,1913902000.0,1981719000.0,324797000.0,977629000.0,165789000,39108139000.0,24234000,30973000,162219000,16.59,163468000,1748113000.0,2010-12-31,C,0.1659310433712584,16.59,0.0866235575280239,0.01618316925318015,0.1697040914320587,1.0354338936894365,20.433720744322333,0.013408210033742585,-0.022677021140719233,0.0032898813664470634
1951350.0,2011-03-31,25586000,12372000,1947815000.0,1947029000.0,329368000.0,991607000.0,173393000,42423076000.0,5842000,8744000,168388000,16.98,171037000,1774422000.0,2011-03-31,C,0.16981324254467747,16.98,0.08901923437287422,0.004489132694840116,0.16909614106062434,0.9995964709174125,21.779828166432644,0.013135744411045197,0.06378086068784272,-0.011694036558340035
1951350.0,2011-06-30,26058000,24985000,1956626000.0,1979167000.0,329011000.0,992567000.0,178645000,44750766000.0,11877000,16819000,170476000,17.18,176364000,1777981000.0,2011-06-30,C,0.17175263735344817,17.18,0.09130257903145517,0.008595919710767412,0.16815221713296255,1.0115203416493495,22.87139494210953,0.01331782364130907,0.06712905002754277,0.004106787015927297
1951350.0,2011-09-30,25950000,37526000,1935992000.0,1957256000.0,338063000.0,984338000.0,179342000,44217913000.0,17567000,24900000,166297000,16.89,177372000,1756650000.0,2011-09-30,C,0.16894298503156435,16.89,0.09263571337071641,0.012861623395137996,0.1746200397522304,1.0109835164608119,22.839925474898656,0.013403981008185984,0.026790896405240794,0.004265703684370584
1951350.0,2011-12-31,28405000,50010000,1873878000.0,1903978000.0,291734000.0,973369000.0,179573000,40965331000.0,22951000,30194000,165384000,16.99,177806000,1694305000.0,2011-12-31,C,0.16990884238146067,16.99,0.09582961110595246,0.016113108750943232,0.15568462834827027,1.0160629453998606,21.86125831030622,0.015158404122360154,0.019510661513139738,0.003251485355805236
1951350.0,2012-03-31,30370000,12352000,1944423000.0,1908787000.0,307050000.0,973730000.0,183723000,41125483000.0,5263000,5686000,171756000,17.64,181820000,1760700000.0,2012-03-31,C,0.17638975896809178,17.64,0.09448715634406711,0.002924260821847921,0.15791317012810485,0.9816727121619113,21.15048165959773,0.01561902939843851,0.02000142527971116,-0.013188847929095311
1951350.0,2012-06-30,33127000,24165000,1916451000.0,1913361000.0,310246000.0,979955000.0,185839000,40496569000.0,10556000,12716000,173212000,17.68,183911000,1730612000.0,2012-06-30,C,0.17675505507905975,17.68,0.0969703895377445,0.006635181384757554,0.16188569392068985,0.9983876446619298,21.13102239504167,0.017285597179369575,0.01604917994321786,0.0037109205629096333
1951350.0,2012-09-30,32358000,36270000,1931346000.0,1906956000.0,315201000.0,976456000.0,188738000,42745869000.0,15304000,14395000,166982000,17.1,186777000,1742608000.0,2012-09-30,C,0.17100821747216463,17.1,0.09772355652482777,0.007453351186167574,0.16320276118313343,0.9873715015331277,22.13268311322777,0.016754118630219545,0.004119136244189692,0.0008181698014100196
1951350.0,2012-12-31,32683000,48635000,1864660000.0,1896879000.0,320929000.0,972431000.0,190997000,42087870000.0,19783000,20201000,167701000,17.25,189049000,1673663000.0,2012-12-31,C,0.1724554235724694,17.25,0.10242993360719917,0.010833610416912467,0.17211126961483594,1.017278753231152,22.571337401992857,0.01752759216157369,0.014009819571421556,0.003380259230744893
1951350.0,2013-03-31,33966000,12074000,1881734000.0,1885837000.0,308321000.0,1081104000.0,195339000,44188817000.0,4145000,8451000,173774000,16.07,193359000,1686395000.0,2013-03-31,C,0.16073754236410187,16.07,0.10380797711047364,0.004491070470108952,0.16384940698313363,1.002180435704515,23.483030545231152,0.01805037268816953,0.011749225645683481,-0.006342539946803514
1951350.0,2013-06-30,35519000,23706000,1883988000.0,1893156000.0,306570000.0,1086940000.0,197826000,46720744000.0,8215000,17219000,175414000,16.14,195926000,1686162000.0,2013-06-30,C,0.161383333026662,16.14,0.10500385352772948,0.009139654817334293,0.16272396639469042,1.0048662730335862,24.79885434514445,0.01885309248254235,0.01271274507539899,0.00464858434722534
1951350.0,2013-09-30,36971000,35362000,1899511000.0,1860104000.0,291722000.0,1071489000.0,202739000,48711758000.0,12081000,23712000,178372000,16.65,200846000,1696772000.0,2013-09-30,C,0.16647114436079138,16.65,0.10673220634152684,0.012483212784764079,0.1535774207151209,0.9792541343535257,25.644367418772514,0.01946343032496258,0.06821094489226387,0.003343557967429786
1951350.0,2013-12-31,37287000,47883000,1880035000.0,1887958000.0,285928000.0,1093141000.0,205786000,50062949000.0,15713000,30083000,181750000,16.63,203992000,1674249000.0,2013-12-31,C,0.16626400436906127,16.63,0.10945860050477783,0.01600129784817836,0.1520865303039571,1.0042142832447267,26.628732443810886,0.019833141404282367,0.08377409794813384,0.0035180850634142797
1951350.0,2014-03-31,37694000,12017000,1894390000.0,1879082000.0,278180000.0,1108206000.0,209896000,45770670000.0,3385000,8557000,,,208116000,1684494000.0,2014-03-31,C,,,0.11079872676692762,0.004517021310289856,0.14684410285104968,0.9919192985604864,24.161165335543366,0.019897697939706187,0.045898696007457884,-0.011484276537888503
1951350.0,2014-06-30,40902000,24034000,1909369000.0,1903348000.0,290776000.0,1124421000.0,212753000,48891868000.0,6995000,16174000,,,211016000,1696616000.0,2014-06-30,C,,,0.11142581659176408,0.008470861315963547,0.15228905465627648,0.9968466022020888,25.606296111437864,0.021421736709876404,0.03612026406102142,0.003953840005673691
1951350.0,2014-09-30,40207000,36340000,1882505000.0,1895018000.0,290822000.0,1103317000.0,213547000,49852316000.0,10271000,23757000,,,211928000,1668958000.0,2014-09-30,C,,,0.11343768011240342,0.012619886799769456,0.15448670787062982,1.0066469942974918,26.481903633722087,0.021358243404399988,0.018937949902451123,0.004149025483805909
1951350.0,2014-12-31,41542000,48603000,1842181000.0,1898981000.0,296786000.0,1080391000.0,211696000,49159882000.0,13332000,29542000,,,210185000,1630485000.0,2014-12-31,C,,,0.11491596102663093,0.016036426388069357,0.161105776251085,1.0308330180367726,26.685695922387648,0.022550444283162187,0.0,0.0034165395882999015
1951350.0,2015-03-31,43589000,11768000,1831801000.0,1851338000.0,302983000.0,,216023000,46399895000.0,2898000,8041000,,,214620000,1615778000.0,2015-03-31,C,,,0.11792929472142444,0.004389668965133221,0.1654017002938638,1.010665459839797,25.330205082320624,0.023795707066433525,0.0,-0.011646757422936136
1951350.0,2015-06-30,44175000,23766000,1829370000.0,1838662000.0,279196000.0,,220825000,45046474000.0,5836000,15695000,,,219440000,1608545000.0,2015-06-30,C,,,0.12071095513756101,0.008579456315562188,0.15261866106911123,1.005079344255126,24.62403669022669,0.024147657390249103,0.0,0.0041897873504289675
1951350.0,2015-09-30,45022000,35683000,1808356000.0,1817949000.0,266946000.0,,222137000,41772457000.0,8690000,22664000,,,220848000,1586219000.0,2015-09-30,C,,,0.12283919759162466,0.012532930462807103,0.14761805750637597,1.0053048182990518,23.09968667673843,0.02489664645678174,0.0,0.003953474147244914
1951350.0,2015-12-31,47278000,47282000,1731210000.0,1784362000.0,241215000.0,,223092000,37203350000.0,11513000,29824000,,,221857000,1508118000.0,2015-12-31,C,,,0.12886478243540644,0.017227257236268275,0.13933318314935797,1.0307022256109888,21.489796154134968,0.027309223028979732,0.0,0.004694326773461172
1951350.0,2016-03-31,47671000,11014000,1800967000.0,1776539000.0,265499000.0,,228761000,41098167000.0,3206000,6812000,,,227522000,1572206000.0,2016-03-31,C,,,0.1270212058299791,0.0037824124484235415,0.14742024701174425,0.9864361756767337,22.820055559041336,0.02646966879459757,0.0,-0.013444844787844733
1951350.0,2016-06-30,53021000,22323000,1818771000.0,1805118000.0,263174000.0,,233021000,38230453000.0,6316000,13176000,,,231888000,1585750000.0,2016-06-30,C,,,0.12812003270340247,0.007244452435188377,0.1446988103505059,0.9924932825517891,21.019937639208013,0.029152103260938294,0.0,0.0034620399867648353
1951350.0,2016-09-30,52843000,33971000,1818117000.0,1826954000.0,254627000.0,,232690000,36676239000.0,9373000,19382000,,,231575000,1585427000.0,2016-09-30,C,,,0.12798406263183282,0.010660480046113644,0.140049842776895,1.0048605232776548,20.172650604994068,0.029064686156061465,0.0,0.0034160276109252673
1951350.0,2016-12-31,49443000,45265000,1792077000.0,1819018000.0,243925000.0,,226143000,33085801000.0,12564000,25129000,,,225120000,1565934000.0,2016-12-31,C,,,0.12619044828988932,0.014022276944573251,0.13611301300111547,1.015033394212414,18.46226529328818,0.027589774323313117,0.0,0.0033617968984596073
1951350.0,2017-03-31,49754000,10966000,1821479000.0,1830580000.0,244903000.0,,228997000,38513192000.0,3513000,7279000,,,227976000,1592482000.0,2017-03-31,C,,,0.12572036240878978,0.003996203085514574,0.13445282652174415,1.004996489116811,21.143912172470834,0.0273151653134623,0.0,-0.010026073859058678
1951350.0,2017-06-30,53092000,22307000,1864063000.0,1869339000.0,259606000.0,,231107000,39660010000.0,7425000,13948000,,,230019000,1632956000.0,2017-06-30,C,,,0.12398025174041864,0.007482579719676857,0.13926889810054702,1.0028303764411397,21.276110303138896,0.02848186997971635,0.0,0.003486376634162283
1951350.0,2017-09-30,51282000,33883000,1889133000.0,1892083000.0,258905000.0,,228622000,37072730000.0,11714000,20627000,,,227634000,1660511000.0,2017-09-30,C,,,0.12101953647519788,0.010918765380732855,0.1370496412904756,1.0015615628968422,19.624203272083015,0.027145785924019113,0.0,0.0034361856610559986
1951350.0,2017-12-31,54594000,45257000,1842465000.0,1910622000.0,251554000.0,,201672000,33500296000.0,16144000,26662000,,,200740000,1640793000.0,2017-12-31,C,,,0.10945771018716774,0.014470831196250675,0.13653122311685703,1.0369922902198956,18.182324223255257,0.029630956354666168,0.0,0.00355206581551782
1951350.0,2018-03-31,55942000,11082000,1922104000.0,1906916000.0,267678000.0,,202866000,38978952000.0,5272000,7758000,,,201915000,1719238000.0,2018-03-31,C,,,0.1055437166771413,0.004036201995313469,0.1392630159450269,0.992098242342766,20.279314750918786,0.029104564581312976,0.0,-0.010434629200937205
1951350.0,2018-06-30,57725000,22809000,1912334000.0,1920533000.0,261232000.0,,200968000,38349959000.0,11115000,14602000,,,200094000,1711366000.0,2018-06-30,C,,,0.10509042876401298,0.00763569543813999,0.13660375227339994,1.0042874309613279,20.054006779150505,0.030185626569417267,0.0,0.0035994934428265207
1951350.0,2018-09-30,56225000,34613000,1925165000.0,1926651000.0,256065000.0,,197863000,36611762000.0,17503000,21451000,,,197004000,1727302000.0,2018-09-30,C,,,0.10277716455472648,0.011142421558671595,0.1330093784169149,1.000771881890643,19.017467074250778,0.029205288897315294,0.0,0.0035067261205316046
1951350.0,2018-12-31,58254000,46450000,1917383000.0,1940703000.0,254760000.0,,197074000,28705705000.0,24465000,26764000,,,196220000,1720309000.0,2018-12-31,C,,,0.10278280343572463,0.013958609208488862,0.13286860267353992,1.0121624109528455,14.971294206739081,0.0303820363485021,0.0,0.002816187649817267
1951350.0,2019-03-31,63403000,11581000,1958413000.0,1941224000.0,285372000.0,,197015000,32241259000.0,7520000,6886000,,,196252000,1761398000.0,2019-03-31,C,,,0.10059931178969911,0.003516112280708921,0.14571594449179004,0.9912229953538911,16.462951890127364,0.03237468297034384,0.0,-0.01044249692777994
1951350.0,2019-06-30,62894000,23349000,1988226000.0,1979729000.0,305612000.0,,198110000,34424472000.0,15439000,13189000,,,197359000,1790116000.0,2019-06-30,C,,,0.09964159004056883,0.006633551718969574,0.153710896045017,0.9957263409692861,17.31416448633103,0.03163322479436442,0.0,0.0031174394382606527
1951350.0,2019-09-30,59541000,34775000,2014802000.0,1999671000.0,305078000.0,,197070000,30604117000.0,23190000,20200000,,,196373000,1817732000.0,2019-09-30,C,,,0.09781110004854075,0.01002579906114844,0.1514183527711408,0.9924900809111764,15.189639974548367,0.02955178722276432,0.0,0.003392247342178867
1951350.0,2019-12-31,57443000,46592000,1951158000.0,1996158000.0,274638000.0,,193946000,25070274000.0,29918000,26301000,,,193242000,1757212000.0,2019-12-31,C,,,0.09940045859945734,0.013479687447146772,0.1407564123458992,1.0230632270682334,12.84892048721836,0.029440465610678375,0.0,0.003453888385998331
1951350.0,2020-03-31,75423000,11323000,2220114000.0,2077877000.0,360831000.0,,193326000,27530979000.0,5816000,9258000,,,192675000,2026788000.0,2020-03-31,C,,,0.08707931214343047,0.004170056132252668,0.1625281404468419,0.935932569228427,12.400705098927352,0.0339725797864434,0.0,-0.009309631314894103
1951350.0,2020-06-30,69504000,22356000,2232799000.0,2261796000.0,359301000.0,,192386000,25578580000.0,9372000,17538000,,,191706000,2040413000.0,2020-06-30,C,,,0.08616360003744179,0.007854715090789633,0.1609195453777971,1.0129868384928513,11.455836373986195,0.031128641673522785,0.0,0.0036846589585369646
1951350.0,2020-09-30,59872000,32808000,2234459000.0,2254150000.0,345971000.0,,194595000,25864336000.0,12234000,24281000,,,193876000,2039864000.0,2020-09-30,C,,,0.08708819450256192,0.010866612455184901,0.15483434692692952,1.0088124239469152,11.575211717914717,0.02679485280329601,0.0,0.0030118973643952687
1951350.0,2020-12-31,58000000,43336000,2260090000.0,2294733000.0,371872000.0,,200200000,24956263000.0,14753000,30151000,,,199442000,2059890000.0,2020-12-31,C,,,0.08858054325270233,0.013340619178882258,0.16453858032202257,1.015328150648868,11.042154515970603,0.02566269484843524,0.0,0.0024740067236973563
1951350.0,2021-03-31,56079000,10307000,2314266000.0,2313142000.0,357771000.0,,203273000,29453311000.0,2227000,9055000,,,202549000,2110993000.0,2021-03-31,C,,,0.08783476056771347,0.003912687651289869,0.15459372431691085,0.9995143168503534,12.726847734875767,0.02423187308632629,0.0,-0.009427931527592389
1951350.0,2021-06-30,53534000,20622000,2327868000.0,2339604000.0,368730000.0,,202910000,27210042000.0,4375000,16118000,,,202159000,2124958000.0,2021-06-30,C,,,0.08716559530007716,0.006923932112989225,0.15839815659650805,1.0050415229729521,11.688825139569769,0.022997008421439702,0.0,0.0030112444616993556
1951350.0,2021-09-30,54496000,31107000,2361876000.0,2344344000.0,340462000.0,,201610000,26813081000.0,6540000,22851000,,,200875000,2160266000.0,2021-09-30,C,,,0.08536011204652573,0.009674936364144434,0.14414897310443053,0.9925770870274307,11.352450763714945,0.023073184197646278,0.0,0.002751004251155209
1951350.0,2021-12-31,49374000,41686000,2291413000.0,2386329000.0,329257000.0,,202672000,27318150000.0,8789000,29231000,,,201972000,2088741000.0,2021-12-31,C,,,0.08844848135189946,0.012756757511631469,0.14369168718166475,1.041422476000616,11.921966926084473,0.02154740328347618,0.0,0.003081821147487035
1951350.0,2022-03-31,53927000,10693000,2394105000.0,2377356000.0,354132000.0,,198353000,29675613000.0,2458000,8636000,,,197709000,2195752000.0,2022-03-31,C,,,0.08285058508294331,0.0036071935023735385,0.14791832438426886,0.9930040662376963,12.39528466796569,0.022524910143874224,0.0,-0.00914956400925793
1951350.0,2022-06-30,56086000,22405000,2380904000.0,2407572000.0,336397000.0,,199626000,30149207000.0,6376000,16611000,,,199014000,2181278000.0,2022-06-30,C,,,0.08384462372275404,0.006976761767799122,0.14128961100489562,1.011200787600004,12.662924250620772,0.023556598670084975,0.0,0.0033695682654255833
1951350.0,2022-06-30,56086000,22405000,2380904000.0,2407572000.0,336397000.0,,199626000,30149207000.0,6376000,16611000,,,199014000,2181278000.0,2022-06-30,C,,,0.08384462372275404,0.006976761767799122,0.14128961100489562,1.011200787600004,12.662924250620772,0.023556598670084975,0.0,0.0
1951350.0,2022-06-30,56086000,22405000,2380904000.0,2407572000.0,336397000.0,,199626000,30149207000.0,6376000,16611000,,,199014000,2181278000.0,2022-06-30,C,,,0.08384462372275404,0.006976761767799122,0.14128961100489562,1.011200787600004,12.662924250620772,0.023556598670084975,0.0,0.0
1951350.0,2022-06-30,56086000,22405000,2380904000.0,2407572000.0,336397000.0,,199626000,30149207000.0,6376000,16611000,,,199014000,2181278000.0,2022-06-30,C,,,0.08384462372275404,0.006976761767799122,0.14128961100489562,1.011200787600004,12.662924250620772,0.023556598670084975,0.0,0.0
1951350.0,2022-09-30,54437000,34748000,2377853000.0,2402276000.0,352418000.0,,199117000,30151772000.0,13952000,22864000,,,198560000,2178736000.0,2022-09-30,C,,,0.08373814529325405,0.009615396746560869,0.14820848891836458,1.0102710302108666,12.680250629454386,0.02289334117794498,0.0,0.002638634978761747
1951350.0,2022-09-30,54437000,34748000,2381064000.0,2405487000.0,352418000.0,,199117000,30151772000.0,13952000,22864000,,,198560000,2181947000.0,2022-09-30,C,,,0.08362521964970282,0.009602429838089191,0.14800862135583084,1.0102571791434418,12.663150591500271,0.02286246820749043,0.0,-1.2966908471677766e-05
1951350.0,2022-09-30,54437000,34748000,2377853000.0,2402276000.0,352418000.0,,199117000,30151772000.0,13952000,22864000,,,198560000,2178736000.0,2022-09-30,C,,,0.08373814529325405,0.009615396746560869,0.14820848891836458,1.0102710302108666,12.680250629454386,0.02289334117794498,0.0,1.2966908471677766e-05
1951350.0,2022-09-30,54437000,34748000,2381064000.0,2405487000.0,352418000.0,,199117000,30151772000.0,13952000,22864000,,,198560000,2181947000.0,2022-09-30,C,,,0.08362521964970282,0.009602429838089191,0.14800862135583084,1.0102571791434418,12.663150591500271,0.02286246820749043,0.0,-1.2966908471677766e-05
1951350.0,2022-12-31,54453000,47731000,2414063000.0,2434564000.0,331209000.0,,201838000,30741957000.0,26677000,28105000,,,201189000,2212225000.0,2022-12-31,C,,,0.08360925129128775,0.011642198235920106,0.13719981624340374,1.008492321865668,12.734529711942066,0.022556577852359278,0.0,0.002039768397830915
1951350.0,2022-12-31,54453000,47731000,2416676000.0,2437177000.0,331209000.0,,201838000,30741957000.0,26677000,28105000,,,201189000,2214838000.0,2022-12-31,C,,,0.08351884985823503,0.011629610258056934,0.13705147069776835,1.0084831396513227,12.720760664648468,0.022532188841201718,0.0,-1.2587977863172048e-05
1951350.0,2022-12-31,54453000,47731000,2414063000.0,2434564000.0,331209000.0,,201838000,30741957000.0,26677000,28105000,,,201189000,2212225000.0,2022-12-31,C,,,0.08360925129128775,0.011642198235920106,0.13719981624340374,1.008492321865668,12.734529711942066,0.022556577852359278,0.0,1.2587977863172048e-05
1951350.0,2022-12-31,54453000,47731000,2416676000.0,2437177000.0,331209000.0,,201838000,30741957000.0,26677000,28105000,,,201189000,2214838000.0,2022-12-31,C,,,0.08351884985823503,0.011629610258056934,0.13705147069776835,1.0084831396513227,12.720760664648468,0.022532188841201718,0.0,-1.2587977863172048e-05
1951350.0,2023-03-31,60009000,13007000,2451031000.0,2463491000.0,382497000.0,,209019000,35375455000.0,16388000,8507000,,,208295000,2242012000.0,2023-03-31,C,,,0.08527799118003812,0.003470784335245046,0.15605555376492586,1.0050835750343428,14.432887629736221,0.024483166471578693,0.0,-0.008158825922811887
1951350.0,2023-03-31,60009000,13007000,2455113000.0,2467573000.0,382497000.0,,209019000,35375455000.0,16388000,8507000,,,208295000,2246094000.0,2023-03-31,C,,,0.0851362035067225,0.0034650136266640274,0.1557960875935242,1.005075122815121,14.40889075166805,0.024442459471315577,0.0,-5.770708581018507e-06
1951350.0,2023-03-31,60009000,13007000,2451031000.0,2463491000.0,382497000.0,,209019000,35375455000.0,16388000,8507000,,,208295000,2242012000.0,2023-03-31,C,,,0.08527799118003812,0.003470784335245046,0.15605555376492586,1.0050835750343428,14.432887629736221,0.024483166471578693,0.0,5.770708581018507e-06
1951350.0,2023-03-31,60009000,13007000,2455113000.0,2467573000.0,382497000.0,,209019000,35375455000.0,16388000,8507000,,,208295000,2246094000.0,2023-03-31,C,,,0.0851362035067225,0.0034650136266640274,0.1557960875935242,1.005075122815121,14.40889075166805,0.024442459471315577,0.0,-5.770708581018507e-06
1951350.0,2023-06-30,61130000,26364000,2419802000.0,2466486000.0,421702000.0,,209422000,35841533000.0,35678000,14661000,,,208719000,2210380000.0,2023-06-30,C,,,0.08654509749144765,0.006058760179551881,0.17427128335293549,1.0192924875671645,14.811762697939749,0.025262397501944374,0.0,0.0025937465528878536
1951350.0,2023-06-30,61130000,26364000,2423675000.0,2470358000.0,421702000.0,,209422000,35841533000.0,35678000,14661000,,,208719000,2214253000.0,2023-06-30,C,,,0.08640679959152939,0.006049078362404201,0.17399280018979443,1.0192612458353534,14.788093700681817,0.02522202853105305,0.0,-9.68181714768035e-06
1951350.0,2023-06-30,61130000,26364000,2419802000.0,2466486000.0,421702000.0,,209422000,35841533000.0,35678000,14661000,,,208719000,2210380000.0,2023-06-30,C,,,0.08654509749144765,0.006058760179551881,0.17427128335293549,1.0192924875671645,14.811762697939749,0.025262397501944374,0.0,9.68181714768035e-06
1951350.0,2023-06-30,61130000,26364000,2423675000.0,2470358000.0,421702000.0,,209422000,35841533000.0,35678000,14661000,,,208719000,2214253000.0,2023-06-30,C,,,0.08640679959152939,0.006049078362404201,0.17399280018979443,1.0192612458353534,14.788093700681817,0.02522202853105305,0.0,-9.68181714768035e-06
1951350.0,2023-09-30,59210000,39745000,2368477000.0,2418400000.0,404461000.0,,210195000,31701258000.0,57135000,21451000,,,209503000,2158282000.0,2023-09-30,C,,,0.0887469036009216,0.00905687494537629,0.17076838829340543,1.0210781020883883,13.384659424600704,0.024999187241421385,0.0,0.00300779658297209
1951350.0,2023-09-30,59210000,39745000,2368477000.0,2418400000.0,404461000.0,,210195000,31701258000.0,57135000,21451000,,,209503000,2158282000.0,2023-09-30,C,,,0.0887469036009216,0.00905687494537629,0.17076838829340543,1.0210781020883883,13.384659424600704,0.024999187241421385,0.0,0.0
