Date,MUFG,Mizuho,SMFG,SMTH,Resona,Chiba,Gunma,Suruga,Yamaguchi,Concordia,Hokuhoku,NK225,TOPIX,USDJPY,TPX_Banks
1993-09-13,,,,,,,,,,,,21148.109375,,,
1993-09-14,,,,,,,,,,,,20947.7890625,,,
1993-09-16,,,,,,,,,,,,20502.150390625,,,
1993-09-17,,,,,,,,,,,,20391.0390625,,,
1993-09-20,,,,,,,,,,,,20266.029296875,,,
1993-09-21,,,,,,,,,,,,20466.650390625,,,
1993-09-22,,,,,,,,,,,,20174.619140625,,,
1993-09-24,,,,,,,,,,,,20307.529296875,,,
1993-09-27,,,,,,,,,,,,20094.109375,,,
1993-09-28,,,,,,,,,,,,20172.720703125,,,
1993-09-29,,,,,,,,,,,,20077.41015625,,,
1993-09-30,,,,,,,,,,,,20105.7109375,,,
1993-10-01,,,,,,,,,,,,20283.130859375,,,
1993-10-04,,,,,,,,,,,,20264.4296875,,,
1993-10-05,,,,,,,,,,,,20321.9296875,,,
1993-10-06,,,,,,,,,,,,20500.25,,,
1993-10-07,,,,,,,,,,,,20265.630859375,,,
1993-10-08,,,,,,,,,,,,20378.640625,,,
1993-10-12,,,,,,,,,,,,20137.310546875,,,
1993-10-13,,,,,,,,,,,,20038.400390625,,,
1993-10-14,,,,,,,,,,,,20082.810546875,,,
1993-10-15,,,,,,,,,,,,20174.419921875,,,
1993-10-18,,,,,,,,,,,,20072.2109375,,,
1993-10-19,,,,,,,,,,,,20069.91015625,,,
1993-10-20,,,,,,,,,,,,20173.419921875,,,
1993-10-21,,,,,,,,,,,,20179.419921875,,,
1993-10-22,,,,,,,,,,,,20264.830078125,,,
1993-10-25,,,,,,,,,,,,20309.330078125,,,
1993-10-26,,,,,,,,,,,,20023.599609375,,,
1993-10-27,,,,,,,,,,,,19838.779296875,,,
1993-10-28,,,,,,,,,,,,19479.44921875,,,
1993-10-29,,,,,,,,,,,,19702.970703125,,,
1993-11-01,,,,,,,,,,,,19438.240234375,,,
1993-11-02,,,,,,,,,,,,19381.240234375,,,
1993-11-04,,,,,,,,,,,,18949.7890625,,,
1993-11-05,,,,,,,,,,,,18590.4609375,,,
1993-11-08,,,,,,,,,,,,18625.16015625,,,
1993-11-09,,,,,,,,,,,,18125.7109375,,,
1993-11-10,,,,,,,,,,,,18121.7109375,,,
1993-11-11,,,,,,,,,,,,18158.51953125,,,
1993-11-12,,,,,,,,,,,,18493.55078125,,,
1993-11-15,,,,,,,,,,,,18074.609375,,,
1993-11-16,,,,,,,,,,,,18246.119140625,,,
1993-11-17,,,,,,,,,,,,18108.7109375,,,
1993-11-18,,,,,,,,,,,,18166.3203125,,,
1993-11-19,,,,,,,,,,,,17941.189453125,,,
1993-11-22,,,,,,,,,,,,17384.83984375,,,
1993-11-24,,,,,,,,,,,,17067.109375,,,
1993-11-25,,,,,,,,,,,,17222.919921875,,,
1993-11-26,,,,,,,,,,,,16726.369140625,,,
1993-11-29,,,,,,,,,,,,16078.7099609375,,,
1993-11-30,,,,,,,,,,,,16406.5390625,,,
1993-12-01,,,,,,,,,,,,17125.310546875,,,
1993-12-02,,,,,,,,,,,,17458.75,,,
1993-12-03,,,,,,,,,,,,17459.349609375,,,
1993-12-06,,,,,,,,,,,,16840.380859375,,,
1993-12-07,,,,,,,,,,,,16903.490234375,,,
1993-12-08,,,,,,,,,,,,16507.94921875,,,
1993-12-09,,,,,,,,,,,,17061.91015625,,,
1993-12-10,,,,,,,,,,,,17257.4296875,,,
1993-12-13,,,,,,,,,,,,17327.330078125,,,
1993-12-14,,,,,,,,,,,,17308.73046875,,,
1993-12-15,,,,,,,,,,,,17489.150390625,,,
1993-12-16,,,,,,,,,,,,17789.279296875,,,
1993-12-17,,,,,,,,,,,,18051.91015625,,,
1993-12-20,,,,,,,,,,,,17404.240234375,,,
1993-12-21,,,,,,,,,,,,17315.4296875,,,
1993-12-22,,,,,,,,,,,,17445.740234375,,,
1993-12-24,,,,,,,,,,,,17141.109375,,,
1993-12-27,,,,,,,,,,,,16819.880859375,,,
1993-12-28,,,,,,,,,,,,17131.2109375,,,
1993-12-29,,,,,,,,,,,,17272.029296875,,,
1993-12-30,,,,,,,,,,,,17417.240234375,,,
1994-01-04,,,,,,,,,,,,17369.740234375,,,
1994-01-05,,,,,,,,,,,,17783.48046875,,,
1994-01-06,,,,,,,,,,,,17881.990234375,,,
1994-01-07,,,,,,,,,,,,18124.009765625,,,
1994-01-10,,,,,,,,,,,,18443.439453125,,,
1994-01-11,,,,,,,,,,,,18485.25,,,
1994-01-12,,,,,,,,,,,,18793.880859375,,,
1994-01-13,,,,,,,,,,,,18577.259765625,,,
1994-01-14,,,,,,,,,,,,18973.69921875,,,
1994-01-17,,,,,,,,,,,,18725.369140625,,,
1994-01-18,,,,,,,,,,,,18514.55078125,,,
1994-01-19,,,,,,,,,,,,19039.400390625,,,
1994-01-20,,,,,,,,,,,,19183.919921875,,,
1994-01-21,,,,,,,,,,,,19307.4296875,,,
1994-01-24,,,,,,,,,,,,18353.240234375,,,
1994-01-25,,,,,,,,,,,,18648.359375,,,
1994-01-26,,,,,,,,,,,,19138.2109375,,,
1994-01-27,,,,,,,,,,,,18891.7890625,,,
1994-01-28,,,,,,,,,,,,18757.880859375,,,
1994-01-31,,,,,,,,,,,,20229.119140625,,,
1994-02-01,,,,,,,,,,,,20416.33984375,,,
1994-02-02,,,,,,,,,,,,20250.029296875,,,
1994-02-03,,,,,,,,,,,,20174.8203125,,,
1994-02-04,,,,,,,,,,,,20301.4296875,,,
1994-02-07,,,,,,,,,,,,20014.400390625,,,
1994-02-08,,,,,,,,,,,,20251.23046875,,,
1994-02-09,,,,,,,,,,,,19841.380859375,,,
1994-02-10,,,,,,,,,,,,19990.69921875,,,
1994-02-14,,,,,,,,,,,,19459.25,,,
1994-02-15,,,,,,,,,,,,18974.599609375,,,
1994-02-16,,,,,,,,,,,,19052.109375,,,
1994-02-17,,,,,,,,,,,,18931.390625,,,
1994-02-18,,,,,,,,,,,,18959.599609375,,,
1994-02-21,,,,,,,,,,,,19393.939453125,,,
1994-02-22,,,,,,,,,,,,19342.630859375,,,
1994-02-23,,,,,,,,,,,,19341.830078125,,,
1994-02-24,,,,,,,,,,,,19765.48046875,,,
1994-02-25,,,,,,,,,,,,19803.380859375,,,
1994-02-28,,,,,,,,,,,,19997.19921875,,,
1994-03-01,,,,,,,,,,,,20216.619140625,,,
1994-03-02,,,,,,,,,,,,19744.76953125,,,
1994-03-03,,,,,,,,,,,,19605.859375,,,
1994-03-04,,,,,,,,,,,,19966.0,,,
1994-03-07,,,,,,,,,,,,19811.880859375,,,
1994-03-08,,,,,,,,,,,,19898.390625,,,
1994-03-09,,,,,,,,,,,,19839.1796875,,,
1994-03-10,,,,,,,,,,,,20090.7109375,,,
1994-03-11,,,,,,,,,,,,20115.310546875,,,
1994-03-14,,,,,,,,,,,,20526.150390625,,,
1994-03-15,,,,,,,,,,,,20508.849609375,,,
1994-03-16,,,,,,,,,,,,20677.76953125,,,
1994-03-17,,,,,,,,,,,,20592.16015625,,,
1994-03-18,,,,,,,,,,,,20469.44921875,,,
1994-03-22,,,,,,,,,,,,20253.529296875,,,
1994-03-23,,,,,,,,,,,,19962.099609375,,,
1994-03-24,,,,,,,,,,,,20037.900390625,,,
1994-03-25,,,,,,,,,,,,19836.48046875,,,
1994-03-28,,,,,,,,,,,,19941.7890625,,,
1994-03-29,,,,,,,,,,,,19709.740234375,,,
1994-03-30,,,,,,,,,,,,19559.91015625,,,
