fomc_date,car_01
1994-05-17,-13.096106108444673
1994-08-16,-7.332653700179587
1994-11-15,-7.176112338655229
1995-02-01,-4.896612562989127
1995-07-06,-0.8670841418127795
1995-12-19,13.898724818949315
1996-01-31,0.14842510282108978
1996-12-17,-4.985172430450923
1997-01-09,10.634838495080878
1997-03-25,-7.713183203490996
1997-07-02,-15.246267367217609
1997-09-30,-1.6434845593002585
1997-11-12,-0.7691454426778703
1998-09-29,7.2471794629341195
1998-10-15,-18.86714616371787
1998-11-17,-3.416051761917231
1998-11-18,-12.595137172699685
1998-11-19,-16.31755031688553
1999-05-18,-8.087754136645318
1999-06-30,-13.142671063500464
1999-08-24,-4.935825605327819
1999-10-05,-6.665365088476709
1999-11-16,-4.567039891736704
1999-11-17,-7.050792720358699
1999-11-18,-9.468402635470607
1999-12-21,-0.36352296185571675
2000-02-02,-7.520911512715915
2000-03-21,-1.8287221865684904
2000-05-16,-7.664794001832615
2000-06-28,-6.549493985155311
2000-08-22,-0.5943270583232044
2000-10-10,9.715371587899394
2000-12-19,11.011679678720729
2001-01-31,-3.470881348843878
2001-03-20,1.6123300650779147
2001-05-15,-4.569875091937933
2001-06-27,-5.7623047341365945
2001-08-21,-8.903449903333064
2001-09-17,24.887934985121916
2001-11-06,-6.304874204457602
2001-12-11,-0.35848177712073553
2002-01-30,8.606968505268547
2002-03-19,-0.3117821956269171
2003-01-29,-8.80076672930381
2003-03-18,-3.2695833391512323
2003-06-25,-0.05281916905137268
2003-08-12,-8.197741561850457
2003-09-16,-5.16388185167708
2004-01-28,10.582575102998218
2004-03-16,2.9350536304388655
2004-08-10,-9.823282481868242
2004-09-21,10.237079193369732
2004-11-10,1.8388298409621777
2004-12-14,0.3659376136310559
2005-02-02,-5.859025080192112
2005-05-03,-6.7449355312952335
2005-08-09,-4.682124238085444
2005-09-20,7.137057043493966
2005-11-01,6.438538293071455
2005-12-13,-0.9933603206773383
2006-01-31,6.169793940044602
2006-03-28,-0.06296682839063497
2006-05-10,2.0279718323234768
2006-08-08,-2.0688282643320273
2006-10-25,-6.660701253958636
2006-12-12,-12.113403053683019
2007-05-09,-1.9908549190063887
2007-08-07,-19.865161639323624
2007-09-18,-26.30167402060443
2007-12-11,-2.870215506111788
2008-01-29,-8.407258121212005
2008-03-18,-29.284008768211667
2008-04-30,4.168108888953365
2008-06-25,-2.468874838010598
2008-10-28,-18.76034229412444
2008-12-16,-8.467367599954132
2009-01-28,-10.324990578669976
2009-04-29,-8.653796018493662
2009-08-12,2.1241126375939996
2009-09-23,0.08328619452058622
2009-11-03,-6.2268513901031275
2009-12-15,-3.2271459546257724
2010-03-16,-7.174170553002914
2010-06-23,8.70922115368669
2010-08-10,13.13003985522822
2010-09-21,-0.5134491257868273
2010-11-03,-16.05994456638486
2010-12-14,7.471742817194612
2011-01-26,-7.495853954976769
2011-03-15,13.59607453550909
2011-04-27,1.237315416109204
2011-06-22,3.559574761371608
2011-08-09,5.817545136250973
2011-09-20,-6.330318556108488
2011-09-21,25.001253681425013
2011-11-02,-15.5968498541611
2011-12-13,-3.249388768649475
2012-01-25,-10.07112107426916
2012-03-13,-7.421880982454171
2012-04-25,-11.356560439047044
2012-06-20,-4.180301389390874
